account_id,company_name,country,subregion,industry,employee_band,estimated_arr,segment,account_status,coverage_status,engagement_status,last_activity_date,employee_band_num,segment_num,cluster,tier,priority_flag
283,"Bass, Taylor and Ball",ID,SEA,Professional Services,2001+,1933700.0,Enterprise,Active,Assigned,Stale,2024-04-01,5,3,0,Tier 1,Priority
286,Walker Inc,VN,SEA,Healthcare,51-200,13400.0,SMB,Prospect,Assigned,Stale,2024-02-14,2,1,2,Tier 3,Standard
287,Rich-Williamson,ID,SEA,Education,201-500,177700.0,Mid-Market,Active,Assigned,Stale,2023-07-17,3,2,1,Tier 2,Standard
288,Clark-Bailey,VN,SEA,Education,1-50,49200.0,SMB,Active,Assigned,Stale,2024-07-07,1,1,2,Tier 3,Standard
289,Gonzalez-Johnson,ID,SEA,Manufacturing,201-500,103400.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
291,"Daniels, Garcia and Pennington",VN,SEA,Healthcare,501-2000,1458000.0,Enterprise,Inactive,Assigned,Stale,2022-11-17,4,3,0,Tier 1,Priority
292,Ramirez-Kline,ID,SEA,Retail,501-2000,1086800.0,Enterprise,Inactive,Assigned,Stale,2024-09-12,4,3,0,Tier 1,Priority
293,"Taylor, Chavez and Guerrero",TH,SEA,Professional Services,2001+,1653500.0,Enterprise,Prospect,Assigned,Stale,2024-09-07,5,3,0,Tier 1,Priority
294,Williamson LLC,SG,SEA,Retail,201-500,155600.0,Mid-Market,Active,Assigned,Stale,2023-10-05,3,2,1,Tier 2,Standard
295,Evans Group,PH,SEA,Healthcare,1-50,29100.0,SMB,Inactive,Assigned,Stale,2022-07-08,1,1,2,Tier 3,Standard
296,"Barnes, Harrison and Adkins",VN,SEA,Retail,201-500,68200.0,Mid-Market,Inactive,Assigned,Stale,2023-07-30,3,2,1,Tier 2,Standard
297,Oneal LLC,TH,SEA,Education,201-500,61500.0,Mid-Market,Prospect,Assigned,Stale,2024-07-28,3,2,1,Tier 2,Standard
299,Jackson and Sons,PH,SEA,Education,201-500,1885500.0,Enterprise,Active,Assigned,Stale,2023-06-30,3,3,0,Tier 1,Priority
300,"Bauer, Garcia and Hardin",ID,SEA,Education,2001+,1590200.0,Enterprise,Inactive,Assigned,Stale,2024-04-04,5,3,0,Tier 1,Priority
301,Bautista PLC,TH,SEA,Retail,501-2000,1836800.0,Enterprise,Prospect,Assigned,Stale,2024-07-22,4,3,0,Tier 1,Priority
302,Ward Group,ID,SEA,Healthcare,51-200,119600.0,Mid-Market,Prospect,Assigned,Stale,2023-01-02,2,2,1,Tier 2,Standard
303,Clayton-Grant,SG,SEA,Education,501-2000,1962400.0,Enterprise,Inactive,Assigned,Stale,2023-02-12,4,3,0,Tier 1,Priority
305,Webb Ltd,SG,SEA,Healthcare,2001+,983700.0,Enterprise,Active,Assigned,Stale,2023-01-16,5,3,0,Tier 1,Priority
306,Horne-Young,SG,SEA,SaaS,51-200,6500.0,SMB,Active,Assigned,Stale,2024-10-18,2,1,2,Tier 3,Standard
307,Williams LLC,TH,SEA,Manufacturing,201-500,158000.0,Mid-Market,Active,Assigned,Stale,2024-01-14,3,2,1,Tier 2,Standard
308,Hanson-Mcdonald,ID,SEA,Logistics,501-2000,1530200.0,Enterprise,Prospect,Assigned,Stale,2023-12-25,4,3,0,Tier 1,Priority
309,"Perez, Lewis and Young",ID,SEA,SaaS,51-200,11400.0,SMB,Active,Assigned,Stale,2023-08-02,2,1,2,Tier 3,Standard
310,Rivera-Gonzales,PH,SEA,Media,2001+,1789500.0,Enterprise,Inactive,Assigned,Stale,2022-05-29,5,3,0,Tier 1,Priority
311,Griffith-Lynch,SG,SEA,Education,501-2000,1897800.0,Enterprise,Active,Assigned,Stale,2024-11-23,4,3,0,Tier 1,Priority
312,Green-Mcdonald,TH,SEA,Manufacturing,51-200,21900.0,SMB,Prospect,Assigned,Stale,2024-11-02,2,1,2,Tier 3,Standard
313,Beasley-Garza,VN,SEA,Retail,1-50,25800.0,SMB,Inactive,Assigned,Stale,2023-12-07,1,1,2,Tier 3,Standard
315,"Holt, Ruiz and Pena",SG,SEA,SaaS,51-200,215900.0,Mid-Market,Prospect,Assigned,Stale,2023-10-24,2,2,1,Tier 2,Standard
316,Lynch PLC,SG,SEA,Logistics,51-200,39300.0,SMB,Inactive,Assigned,Stale,2024-02-19,2,1,2,Tier 3,Standard
318,"Smith, Lawson and Warner",ID,SEA,Manufacturing,201-500,190800.0,Mid-Market,Active,Assigned,Stale,2023-05-21,3,2,1,Tier 2,Standard
319,Anderson Inc,TH,SEA,Media,201-500,179700.0,Mid-Market,Prospect,Assigned,Stale,2024-01-20,3,2,1,Tier 2,Standard
320,"Carter, Smith and Rodriguez",SG,SEA,Logistics,2001+,1514200.0,Enterprise,Active,Assigned,Stale,2023-01-09,5,3,0,Tier 1,Priority
324,"Soto, Garza and Jackson",TH,SEA,Retail,1-50,40800.0,SMB,Inactive,Assigned,Stale,2022-09-03,1,1,2,Tier 3,Standard
326,Cole-Rhodes,SG,SEA,Retail,51-200,218500.0,Mid-Market,Active,Assigned,Stale,2023-07-01,2,2,1,Tier 2,Standard
327,"Miller, Mills and Gomez",TH,SEA,Media,51-200,32800.0,SMB,Inactive,Assigned,Stale,2024-05-02,2,1,2,Tier 3,Standard
328,Beck-Campbell,SG,SEA,Manufacturing,1-50,29800.0,SMB,Active,Assigned,Stale,2022-11-11,1,1,2,Tier 3,Standard
329,Hart-Pacheco,SG,SEA,Fintech,201-500,189600.0,Mid-Market,Active,Assigned,Stale,2024-10-22,3,2,1,Tier 2,Standard
330,Browning-Gray,PH,SEA,Education,51-200,13600.0,SMB,Active,Assigned,Stale,2024-02-21,2,1,2,Tier 3,Standard
331,"Sanchez, Weaver and Wilson",SG,SEA,Fintech,51-200,23300.0,SMB,Active,Assigned,Stale,2023-11-28,2,1,2,Tier 3,Standard
332,Norman-Miles,VN,SEA,Media,201-500,1387300.0,Enterprise,Inactive,Unassigned,No Coverage,Never,3,3,0,Tier 1,Priority
333,"Perez, Gallegos and Jenkins",SG,SEA,Logistics,51-200,190600.0,Mid-Market,Prospect,Assigned,Stale,2023-08-09,2,2,1,Tier 2,Standard
334,Bradley-Ellis,PH,SEA,Professional Services,2001+,1954200.0,Enterprise,Active,Assigned,Stale,2024-08-03,5,3,0,Tier 1,Priority
335,Williams-Howell,TH,SEA,SaaS,51-200,46600.0,SMB,Prospect,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
336,Thomas-Mahoney,ID,SEA,Education,2001+,800300.0,Enterprise,Prospect,Assigned,Stale,2023-11-06,5,3,0,Tier 1,Priority
337,Young PLC,SG,SEA,Retail,51-200,30400.0,SMB,Prospect,Assigned,Stale,2023-05-03,2,1,2,Tier 3,Standard
338,"Miller, Fitzgerald and Callahan",MY,SEA,Logistics,51-200,38300.0,SMB,Active,Assigned,Stale,2023-09-10,2,1,2,Tier 3,Standard
339,Griffin-Ruiz,SG,SEA,Professional Services,1-50,15400.0,SMB,Prospect,Assigned,Stale,2024-02-01,1,1,2,Tier 3,Standard
340,Brown-Miller,TH,SEA,Healthcare,501-2000,821200.0,Enterprise,Inactive,Assigned,Stale,2023-12-02,4,3,0,Tier 1,Priority
344,Jones Group,SG,SEA,SaaS,1-50,13400.0,SMB,Inactive,Assigned,Stale,2024-06-17,1,1,2,Tier 3,Standard
345,Estrada Ltd,SG,SEA,Manufacturing,51-200,9200.0,SMB,Inactive,Assigned,Stale,2024-04-16,2,1,2,Tier 3,Standard
346,Moreno and Sons,TH,SEA,Professional Services,201-500,8800.0,SMB,Churned,Assigned,Stale,2024-06-03,3,1,2,Tier 3,Standard
347,Thornton and Sons,PH,SEA,Fintech,1-50,22100.0,SMB,Inactive,Assigned,Stale,2023-12-31,1,1,2,Tier 3,Standard
350,"Mills, Thompson and Case",MY,SEA,Professional Services,2001+,914800.0,Enterprise,Inactive,Assigned,Stale,2024-07-29,5,3,0,Tier 1,Priority
351,Lane LLC,ID,SEA,Education,51-200,32100.0,SMB,Active,Assigned,Stale,2023-08-05,2,1,2,Tier 3,Standard
352,Moore Inc,MY,SEA,Education,1-50,36300.0,SMB,Active,Assigned,Stale,2024-09-22,1,1,2,Tier 3,Standard
354,Mack-Jackson,ID,SEA,Media,501-2000,160000.0,Mid-Market,Prospect,Assigned,Stale,2023-08-11,4,2,1,Tier 2,Standard
355,Smith Ltd,MY,SEA,E-commerce,2001+,371000.0,Enterprise,Prospect,Assigned,Stale,2024-10-30,5,3,0,Tier 1,Standard
356,Peterson LLC,VN,SEA,Media,1-50,16400.0,SMB,Inactive,Assigned,Stale,2023-09-19,1,1,2,Tier 3,Standard
357,Crawford Ltd,PH,SEA,Retail,201-500,130200.0,Mid-Market,Prospect,Assigned,Stale,2024-06-29,3,2,1,Tier 2,Standard
358,Mcdaniel Ltd,SG,SEA,Fintech,2001+,879200.0,Enterprise,Prospect,Assigned,Stale,2024-04-21,5,3,0,Tier 1,Priority
359,Rodriguez-Gordon,SG,SEA,Education,501-2000,1400800.0,Enterprise,Active,Assigned,Stale,2024-05-29,4,3,0,Tier 1,Priority
360,Stein-Roberson,MY,SEA,Retail,201-500,1003300.0,Enterprise,Prospect,Assigned,Stale,2024-08-21,3,3,0,Tier 1,Priority
361,Zimmerman Ltd,PH,SEA,Professional Services,201-500,165000.0,Mid-Market,Prospect,Assigned,Stale,2023-07-23,3,2,1,Tier 2,Standard
363,Li-Hernandez,SG,SEA,Retail,501-2000,1527800.0,Enterprise,Prospect,Assigned,Stale,2023-05-31,4,3,0,Tier 1,Priority
365,"Horton, Young and Martinez",VN,SEA,Healthcare,51-200,43200.0,SMB,Active,Assigned,Stale,2024-08-05,2,1,2,Tier 3,Standard
366,Wilson Inc,PH,SEA,Education,51-200,12200.0,SMB,Active,Assigned,Stale,2023-12-06,2,1,2,Tier 3,Standard
369,"Ryan, Pruitt and Harris",PH,SEA,Manufacturing,1-50,44200.0,SMB,Inactive,Assigned,Stale,2024-04-22,1,1,2,Tier 3,Standard
370,Mccarthy-Hunt,VN,SEA,Professional Services,501-2000,1173500.0,Enterprise,Prospect,Assigned,Stale,2024-03-08,4,3,0,Tier 1,Priority
371,"Watkins, Brown and Espinoza",SG,SEA,Manufacturing,51-200,43000.0,SMB,Prospect,Assigned,Stale,2023-07-17,2,1,2,Tier 3,Standard
372,Sosa-Hanson,PH,SEA,Logistics,201-500,184400.0,Mid-Market,Active,Assigned,Stale,2023-11-09,3,2,1,Tier 2,Standard
375,Johnson Ltd,ID,SEA,Media,51-200,42900.0,SMB,Churned,Assigned,Stale,2024-07-31,2,1,2,Tier 3,Standard
376,Brown-Olson,ID,SEA,Media,51-200,22300.0,SMB,Inactive,Assigned,Stale,2024-04-07,2,1,2,Tier 3,Standard
377,Roberts-Mason,TH,SEA,Healthcare,51-200,138800.0,Mid-Market,Prospect,Assigned,Stale,2022-09-30,2,2,1,Tier 2,Standard
378,"Santiago, Anderson and Holt",MY,SEA,Media,1-50,15100.0,SMB,Prospect,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
379,"Smith, Smith and Johnson",PH,SEA,Retail,51-200,164500.0,Mid-Market,Churned,Assigned,Stale,2024-04-13,2,2,1,Tier 2,Standard
380,Horton PLC,SG,SEA,Healthcare,501-2000,1022400.0,Enterprise,Prospect,Assigned,Stale,2022-09-24,4,3,0,Tier 1,Priority
381,Johnson-Perkins,MY,SEA,Fintech,501-2000,306400.0,Enterprise,Active,Assigned,Stale,2024-06-04,4,3,1,Tier 2,Standard
382,"Velasquez, Adams and Chang",ID,SEA,Education,51-200,38200.0,SMB,Prospect,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
383,"Wagner, White and Simon",ID,SEA,Retail,501-2000,207000.0,Mid-Market,Prospect,Assigned,Stale,2024-09-26,4,2,1,Tier 2,Standard
384,Flynn and Sons,MY,SEA,Retail,501-2000,83700.0,Mid-Market,Prospect,Assigned,Stale,2024-09-09,4,2,1,Tier 2,Standard
385,Kramer Ltd,VN,SEA,Manufacturing,2001+,487300.0,Enterprise,Active,Assigned,Stale,2024-05-16,5,3,0,Tier 1,Standard
386,Barnes LLC,VN,SEA,Education,1-50,44000.0,SMB,Prospect,Assigned,Stale,2024-05-03,1,1,2,Tier 3,Standard
387,Villa-Boyer,TH,SEA,Fintech,51-200,33500.0,SMB,Active,Assigned,Stale,2024-11-08,2,1,2,Tier 3,Standard
388,Robertson Group,TH,SEA,Logistics,501-2000,105600.0,Mid-Market,Churned,Assigned,Stale,2024-03-25,4,2,1,Tier 2,Standard
389,"Miller, Miller and Allen",PH,SEA,Logistics,51-200,39800.0,SMB,Inactive,Assigned,Stale,2024-09-05,2,1,2,Tier 3,Standard
390,"Hill, Mclean and Hill",SG,SEA,Logistics,2001+,946000.0,Enterprise,Inactive,Assigned,Stale,2022-09-25,5,3,0,Tier 1,Priority
391,Fleming-Potter,MY,SEA,SaaS,51-200,31000.0,SMB,Active,Assigned,Stale,2023-12-18,2,1,2,Tier 3,Standard
393,Smith LLC,TH,SEA,Manufacturing,1-50,48100.0,SMB,Active,Assigned,Stale,2022-11-08,1,1,2,Tier 3,Standard
394,Durham-Smith,ID,SEA,E-commerce,201-500,1784000.0,Enterprise,Active,Assigned,Stale,2024-04-12,3,3,0,Tier 1,Priority
395,Bruce-Martinez,SG,SEA,Fintech,51-200,18700.0,SMB,Prospect,Assigned,Stale,2024-08-15,2,1,2,Tier 3,Standard
396,"Logan, Whitaker and Daniels",SG,SEA,SaaS,51-200,8500.0,SMB,Inactive,Assigned,Stale,2023-08-12,2,1,2,Tier 3,Standard
397,"Rowland, Stone and Vaughan",VN,SEA,Healthcare,201-500,10400.0,SMB,Inactive,Assigned,Stale,2022-09-06,3,1,2,Tier 3,Standard
398,"Cole, Herrera and Gonzalez",TH,SEA,Education,1-50,41300.0,SMB,Active,Assigned,Stale,2024-08-09,1,1,2,Tier 3,Standard
399,Schroeder Group,ID,SEA,E-commerce,51-200,185400.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
401,Wise Group,ID,SEA,Education,51-200,9500.0,SMB,Inactive,Assigned,Stale,2024-11-14,2,1,2,Tier 3,Standard
402,"Rivera, Cain and Gonzalez",MY,SEA,Professional Services,501-2000,683600.0,Enterprise,Prospect,Assigned,Stale,2024-09-09,4,3,0,Tier 1,Priority
403,Morris Group,MY,SEA,Retail,2001+,1458300.0,Enterprise,Active,Assigned,Stale,2023-09-25,5,3,0,Tier 1,Priority
406,Eaton-Johnson,MY,SEA,E-commerce,2001+,481000.0,Enterprise,Inactive,Assigned,Stale,2024-06-25,5,3,0,Tier 1,Standard
408,"Cunningham, Mcgee and Lambert",SG,SEA,Education,501-2000,946500.0,Enterprise,Prospect,Assigned,Stale,2023-10-06,4,3,0,Tier 1,Priority
410,Robinson-Hubbard,PH,SEA,Fintech,201-500,1955000.0,Enterprise,Prospect,Unassigned,No Coverage,Never,3,3,0,Tier 1,Priority
412,Thomas Inc,SG,SEA,Fintech,201-500,171800.0,Mid-Market,Prospect,Assigned,Stale,2024-02-12,3,2,1,Tier 2,Standard
413,Matthews-Reese,SG,SEA,Manufacturing,51-200,190300.0,Mid-Market,Prospect,Assigned,Stale,2024-09-20,2,2,1,Tier 2,Standard
414,"Gould, Davenport and Jones",ID,SEA,SaaS,201-500,38700.0,SMB,Active,Assigned,Stale,2024-03-30,3,1,2,Tier 3,Standard
415,Daniels Ltd,MY,SEA,Fintech,201-500,726000.0,Enterprise,Prospect,Assigned,Stale,2022-05-07,3,3,0,Tier 1,Priority
416,Gray LLC,TH,SEA,Manufacturing,201-500,122000.0,Mid-Market,Inactive,Assigned,Stale,2024-11-20,3,2,1,Tier 2,Standard
417,Chambers-Conley,SG,SEA,SaaS,201-500,1429700.0,Enterprise,Active,Assigned,Stale,2023-10-16,3,3,0,Tier 1,Priority
419,Mclaughlin-Cole,PH,SEA,Logistics,501-2000,1499500.0,Enterprise,Active,Assigned,Stale,2024-09-28,4,3,0,Tier 1,Priority
420,Alexander-Daniel,MY,SEA,Healthcare,201-500,1250200.0,Enterprise,Active,Assigned,Stale,2024-11-07,3,3,0,Tier 1,Priority
421,"Wells, Pierce and Gross",PH,SEA,Manufacturing,201-500,1919600.0,Enterprise,Active,Assigned,Stale,2024-05-24,3,3,0,Tier 1,Priority
422,Clark Ltd,MY,SEA,Professional Services,1-50,25600.0,SMB,Prospect,Assigned,Stale,2024-05-19,1,1,2,Tier 3,Standard
423,Davis Group,ID,SEA,Retail,201-500,168300.0,Mid-Market,Active,Assigned,Stale,2023-02-02,3,2,1,Tier 2,Standard
424,Morales-Smith,ID,SEA,SaaS,1-50,47000.0,SMB,Prospect,Assigned,Stale,2024-01-25,1,1,2,Tier 3,Standard
425,Chandler-Carter,MY,SEA,Retail,51-200,34600.0,SMB,Active,Assigned,Stale,2024-03-03,2,1,2,Tier 3,Standard
429,"Garcia, Ruiz and Hatfield",VN,SEA,Logistics,501-2000,664400.0,Enterprise,Prospect,Assigned,Stale,2023-04-19,4,3,0,Tier 1,Priority
433,Barnett LLC,SG,SEA,Education,1-50,43500.0,SMB,Churned,Assigned,Stale,2022-10-10,1,1,2,Tier 3,Standard
435,Barnes-Harmon,PH,SEA,SaaS,201-500,100000.0,Mid-Market,Active,Assigned,Stale,2024-05-19,3,2,1,Tier 2,Standard
437,"Smith, Miller and Chung",PH,SEA,Media,51-200,233500.0,Mid-Market,Active,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
439,"Barr, Washington and Watson",ID,SEA,Education,2001+,1008000.0,Enterprise,Inactive,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
440,Perez LLC,ID,SEA,Professional Services,1-50,45900.0,SMB,Active,Assigned,Stale,2023-04-04,1,1,2,Tier 3,Standard
441,Wilson Group,PH,SEA,Fintech,201-500,179500.0,Mid-Market,Inactive,Assigned,Stale,2022-02-10,3,2,1,Tier 2,Standard
443,Saunders-Johnston,SG,SEA,Professional Services,501-2000,1618400.0,Enterprise,Inactive,Assigned,Stale,2024-10-06,4,3,0,Tier 1,Priority
444,"Garcia, Brown and Rogers",PH,SEA,Manufacturing,1-50,17200.0,SMB,Active,Assigned,Stale,2024-11-10,1,1,2,Tier 3,Standard
445,Garcia-Todd,SG,SEA,E-commerce,501-2000,1075400.0,Enterprise,Active,Assigned,Stale,2024-11-22,4,3,0,Tier 1,Priority
446,Bryant-Mitchell,SG,SEA,Healthcare,51-200,15900.0,SMB,Prospect,Assigned,Stale,2023-11-23,2,1,2,Tier 3,Standard
447,Montes LLC,PH,SEA,E-commerce,501-2000,1645400.0,Enterprise,Prospect,Assigned,Stale,2023-09-29,4,3,0,Tier 1,Priority
448,Nichols-Nolan,ID,SEA,Logistics,201-500,211200.0,Mid-Market,Active,Assigned,Stale,2024-04-28,3,2,1,Tier 2,Standard
450,Carter Ltd,PH,SEA,Retail,1-50,27100.0,SMB,Active,Assigned,Stale,2023-06-07,1,1,2,Tier 3,Standard
452,Finley-Myers,SG,SEA,Logistics,201-500,31400.0,SMB,Prospect,Assigned,Stale,2024-08-11,3,1,2,Tier 3,Standard
454,"Walker, Bailey and Eaton",ID,SEA,Retail,201-500,137400.0,Mid-Market,Active,Assigned,Stale,2024-06-10,3,2,1,Tier 2,Standard
459,"Moore, Jones and Freeman",MY,SEA,Logistics,1-50,44800.0,SMB,Prospect,Assigned,Stale,2024-07-12,1,1,2,Tier 3,Standard
460,"Grant, Hawkins and Hood",TH,SEA,SaaS,51-200,14400.0,SMB,Prospect,Assigned,Stale,2024-11-23,2,1,2,Tier 3,Standard
462,"Herrera, White and Hernandez",MY,SEA,Healthcare,201-500,70300.0,Mid-Market,Prospect,Assigned,Stale,2024-10-13,3,2,1,Tier 2,Standard
467,Barker Ltd,VN,SEA,Education,501-2000,1195200.0,Enterprise,Active,Assigned,Stale,2024-11-28,4,3,0,Tier 1,Priority
469,Ray LLC,TH,SEA,Fintech,1-50,6200.0,SMB,Active,Assigned,Stale,2024-11-19,1,1,2,Tier 3,Standard
470,Montes Ltd,MY,SEA,Education,2001+,1074200.0,Enterprise,Prospect,Assigned,Stale,2024-03-25,5,3,0,Tier 1,Priority
472,Clark LLC,ID,SEA,Logistics,201-500,1237400.0,Enterprise,Active,Unassigned,No Coverage,Never,3,3,0,Tier 1,Priority
474,Miller LLC,TH,SEA,Manufacturing,2001+,1452400.0,Enterprise,Active,Assigned,Stale,2023-10-22,5,3,0,Tier 1,Priority
475,"Simmons, Johnson and Taylor",SG,SEA,Professional Services,1-50,43400.0,SMB,Prospect,Assigned,Stale,2024-02-15,1,1,2,Tier 3,Standard
476,Lewis PLC,VN,SEA,E-commerce,2001+,508000.0,Enterprise,Churned,Assigned,Stale,2023-05-28,5,3,0,Tier 1,Standard
477,Edwards-Bryant,ID,SEA,E-commerce,501-2000,470800.0,Enterprise,Inactive,Assigned,Stale,2024-03-21,4,3,0,Tier 1,Standard
479,Brown and Sons,PH,SEA,Professional Services,1-50,17400.0,SMB,Prospect,Assigned,Stale,2024-08-01,1,1,2,Tier 3,Standard
481,Carter-Stout,SG,SEA,Education,51-200,70200.0,Mid-Market,Active,Assigned,Stale,2024-11-22,2,2,1,Tier 2,Standard
486,Curry-Nguyen,MY,SEA,Fintech,2001+,1025400.0,Enterprise,Inactive,Assigned,Stale,2022-08-16,5,3,0,Tier 1,Priority
487,Hernandez Inc,ID,SEA,Logistics,201-500,232700.0,Mid-Market,Prospect,Assigned,Stale,2022-04-08,3,2,1,Tier 2,Standard
488,Wilkerson-Silva,SG,SEA,Retail,201-500,81800.0,Mid-Market,Active,Assigned,Stale,2023-05-26,3,2,1,Tier 2,Standard
489,Cooper-Mendez,PH,SEA,Media,51-200,13700.0,SMB,Active,Assigned,Stale,2022-08-30,2,1,2,Tier 3,Standard
490,Griffith-Scott,SG,SEA,Fintech,501-2000,1483100.0,Enterprise,Prospect,Assigned,Stale,2024-04-20,4,3,0,Tier 1,Priority
492,Santana Group,PH,SEA,Manufacturing,201-500,12400.0,SMB,Prospect,Assigned,Stale,2024-03-01,3,1,2,Tier 3,Standard
493,Joseph-Richardson,SG,SEA,Healthcare,51-200,12300.0,SMB,Prospect,Assigned,Stale,2024-07-29,2,1,2,Tier 3,Standard
494,Davies Inc,VN,SEA,SaaS,51-200,34300.0,SMB,Churned,Assigned,Stale,2023-11-08,2,1,2,Tier 3,Standard
496,Barron-Robertson,VN,SEA,Manufacturing,501-2000,1374800.0,Enterprise,Active,Assigned,Stale,2022-09-06,4,3,0,Tier 1,Priority
497,Everett-Wilson,ID,SEA,Retail,501-2000,185400.0,Mid-Market,Active,Unassigned,No Coverage,Never,4,2,1,Tier 2,Standard
498,Ray Inc,VN,SEA,Fintech,501-2000,1718900.0,Enterprise,Active,Assigned,Stale,2024-11-16,4,3,0,Tier 1,Priority
499,Ochoa PLC,TH,SEA,Manufacturing,51-200,49500.0,SMB,Active,Assigned,Stale,2024-10-21,2,1,2,Tier 3,Standard
500,"Tapia, Grant and Jones",ID,SEA,Professional Services,201-500,39400.0,SMB,Prospect,Assigned,Stale,2023-05-17,3,1,2,Tier 3,Standard
501,Contreras Inc,TH,SEA,Manufacturing,201-500,186200.0,Mid-Market,Churned,Assigned,Stale,2024-03-16,3,2,1,Tier 2,Standard
502,Morris-Wood,TH,SEA,Logistics,201-500,197300.0,Mid-Market,Prospect,Assigned,Stale,2023-07-24,3,2,1,Tier 2,Standard
503,Nelson-Hudson,VN,SEA,Logistics,201-500,187300.0,Mid-Market,Churned,Assigned,Stale,2023-03-21,3,2,1,Tier 2,Standard
504,Maxwell LLC,PH,SEA,Media,51-200,12600.0,SMB,Active,Assigned,Stale,2024-10-06,2,1,2,Tier 3,Standard
505,Rodriguez-Vasquez,ID,SEA,Logistics,201-500,195000.0,Mid-Market,Churned,Assigned,Stale,2023-12-08,3,2,1,Tier 2,Standard
506,Castro PLC,VN,SEA,Logistics,51-200,21000.0,SMB,Prospect,Assigned,Stale,2024-02-03,2,1,2,Tier 3,Standard
507,Rose-Davis,MY,SEA,Professional Services,201-500,18200.0,SMB,Prospect,Assigned,Stale,2023-06-27,3,1,2,Tier 3,Standard
508,Brown-Berry,PH,SEA,Education,2001+,374600.0,Enterprise,Prospect,Assigned,Stale,2023-10-05,5,3,0,Tier 1,Standard
512,"Bailey, Mullen and Walker",ID,SEA,Education,201-500,81700.0,Mid-Market,Active,Assigned,Stale,2024-06-30,3,2,1,Tier 2,Standard
515,Stevens-Mitchell,ID,SEA,E-commerce,51-200,118900.0,Mid-Market,Prospect,Assigned,Stale,2023-08-31,2,2,1,Tier 2,Standard
516,Le-Anderson,SG,SEA,Logistics,501-2000,771900.0,Enterprise,Prospect,Assigned,Stale,2024-11-06,4,3,0,Tier 1,Priority
517,Hayes-Walters,TH,SEA,Healthcare,501-2000,1992100.0,Enterprise,Inactive,Assigned,Stale,2024-05-20,4,3,0,Tier 1,Priority
518,"Smith, Wells and Lewis",ID,SEA,E-commerce,501-2000,1856900.0,Enterprise,Prospect,Assigned,Stale,2024-05-20,4,3,0,Tier 1,Priority
519,Booth-Richardson,ID,SEA,SaaS,51-200,167900.0,Mid-Market,Prospect,Assigned,Stale,2024-03-22,2,2,1,Tier 2,Standard
521,Gonzalez and Sons,VN,SEA,Manufacturing,201-500,334400.0,Enterprise,Active,Assigned,Stale,2023-10-23,3,3,1,Tier 2,Standard
523,"Baker, Archer and Cole",VN,SEA,Retail,201-500,174600.0,Mid-Market,Prospect,Assigned,Stale,2024-06-10,3,2,1,Tier 2,Standard
526,"Hernandez, Cole and Schultz",VN,SEA,Professional Services,201-500,828600.0,Enterprise,Churned,Assigned,Stale,2023-06-07,3,3,0,Tier 1,Priority
528,Brown-Nicholson,VN,SEA,E-commerce,1-50,49500.0,SMB,Active,Assigned,Stale,2024-09-16,1,1,2,Tier 3,Standard
530,Brown-Rogers,SG,SEA,Professional Services,201-500,1410900.0,Enterprise,Inactive,Assigned,Stale,2023-07-21,3,3,0,Tier 1,Priority
532,Armstrong Ltd,MY,SEA,E-commerce,501-2000,1457300.0,Enterprise,Prospect,Assigned,Stale,2022-11-08,4,3,0,Tier 1,Priority
533,Ingram-Thornton,SG,SEA,Professional Services,201-500,37700.0,SMB,Active,Assigned,Stale,2024-04-08,3,1,2,Tier 3,Standard
534,Aguilar-Aguilar,TH,SEA,SaaS,201-500,1437200.0,Enterprise,Inactive,Assigned,Stale,2024-08-05,3,3,0,Tier 1,Priority
535,"Wallace, Baker and Raymond",VN,SEA,Education,2001+,1522700.0,Enterprise,Inactive,Assigned,Stale,2024-11-03,5,3,0,Tier 1,Priority
536,Callahan-Williams,TH,SEA,Professional Services,1-50,16800.0,SMB,Prospect,Assigned,Stale,2024-03-25,1,1,2,Tier 3,Standard
537,"Paul, Ellis and Anderson",VN,SEA,Professional Services,201-500,245600.0,Mid-Market,Prospect,Assigned,Stale,2023-06-06,3,2,1,Tier 2,Standard
538,Smith-Houston,SG,SEA,E-commerce,201-500,195300.0,Mid-Market,Prospect,Assigned,Stale,2023-12-31,3,2,1,Tier 2,Standard
539,"Harper, Snyder and Ferguson",PH,SEA,Media,201-500,1322600.0,Enterprise,Prospect,Assigned,Stale,2023-08-08,3,3,0,Tier 1,Priority
540,Walker-Richmond,TH,SEA,SaaS,501-2000,381000.0,Enterprise,Churned,Assigned,Stale,2024-07-18,4,3,0,Tier 1,Standard
542,Burton-King,TH,SEA,SaaS,1-50,27400.0,SMB,Prospect,Assigned,Stale,2023-02-26,1,1,2,Tier 3,Standard
543,"Garcia, Osborn and Moody",SG,SEA,Professional Services,201-500,57200.0,Mid-Market,Prospect,Assigned,Stale,2024-08-27,3,2,1,Tier 2,Standard
