account_id,company_name,country,subregion,industry,employee_band,estimated_arr,segment,is_customer,account_status
1099,Martin-Dominguez,MY,SEA,Fintech,501-2000,133000.0,Mid-Market,0,Active
1100,Vasquez and Sons,SG,SEA,Education,51-200,107100.0,Mid-Market,0,Active
1101,Hahn-Brown,VN,SEA,Education,1-50,32700.0,SMB,1,Active
1102,Miller Inc,SG,SEA,Fintech,1-50,23600.0,SMB,0,Prospect
1103,Farley LLC,SG,SEA,Education,51-200,38800.0,SMB,0,Prospect
1104,"Reyes, Williams and Reid",SG,SEA,Healthcare,51-200,19300.0,SMB,1,Active
1105,"Cummings, Smith and Kelley",SG,SEA,E-commerce,51-200,48400.0,SMB,0,Prospect
1106,Holmes LLC,MY,SEA,E-commerce,501-2000,139200.0,Mid-Market,0,Prospect
1107,Stafford-Petersen,MY,SEA,Retail,51-200,83600.0,Mid-Market,0,Churned
1108,Brown and Sons,TH,SEA,E-commerce,201-500,41600.0,SMB,0,Prospect
1109,Ray Ltd,SG,SEA,Logistics,1-50,46500.0,SMB,0,Prospect
1110,Lucas and Sons,VN,SEA,Fintech,1-50,42800.0,SMB,1,Active
1111,Martin-Martinez,MY,SEA,Education,51-200,36400.0,SMB,0,Churned
1112,"Roberts, Clark and Patterson",ID,SEA,Manufacturing,201-500,241500.0,Mid-Market,0,Active
1113,"Small, Jones and Spears",VN,SEA,Professional Services,501-2000,99200.0,Mid-Market,0,Inactive
1114,Smith-Garcia,MY,SEA,SaaS,51-200,36100.0,SMB,1,Inactive
1115,Gomez-Jones,VN,SEA,Fintech,51-200,30000.0,SMB,0,Inactive
1116,"Moreno, Jensen and West",VN,SEA,Fintech,501-2000,157700.0,Mid-Market,0,Inactive
1117,"Rodriguez, Oneill and Hicks",MY,SEA,SaaS,501-2000,908700.0,Enterprise,0,Prospect
1118,Fuller PLC,SG,SEA,Manufacturing,201-500,237200.0,Mid-Market,0,Active
1119,"Watson, Beck and Carson",VN,SEA,Healthcare,201-500,876200.0,Enterprise,0,Active
1120,Rivera Inc,ID,SEA,Professional Services,201-500,1942800.0,Enterprise,0,Prospect
1121,Morton-Smith,ID,SEA,Retail,51-200,49300.0,SMB,1,Active
1122,"Snyder, Williams and Orozco",TH,SEA,E-commerce,51-200,13700.0,SMB,0,Prospect
1123,"Peterson, Avila and Hardy",SG,SEA,Retail,51-200,199200.0,Mid-Market,0,Prospect
1124,Davis PLC,VN,SEA,Retail,501-2000,585700.0,Enterprise,0,Prospect
1125,Fisher-Walton,PH,SEA,SaaS,1-50,30200.0,SMB,0,Prospect
1126,Richardson-Herring,MY,SEA,Logistics,51-200,249000.0,Mid-Market,0,Inactive
1127,"Potts, Butler and Johnson",PH,SEA,Media,501-2000,1796700.0,Enterprise,0,Inactive
1128,"Johnson, Warren and Fisher",MY,SEA,Healthcare,1-50,13800.0,SMB,0,Active
1129,"Thompson, Lester and Fitzpatrick",VN,SEA,Fintech,51-200,64900.0,Mid-Market,1,Active
1130,"Miller, Garza and Franklin",SG,SEA,Manufacturing,201-500,211600.0,Mid-Market,0,Active
1131,"Tyler, Oliver and Hubbard",ID,SEA,Healthcare,1-50,15700.0,SMB,1,Active
1132,Johnson-Rios,SG,SEA,Fintech,2001+,1334200.0,Enterprise,0,Prospect
1133,Love-Todd,SG,SEA,SaaS,2001+,910400.0,Enterprise,0,Prospect
1134,Clark-Logan,TH,SEA,SaaS,1-50,32500.0,SMB,1,Active
1135,Hutchinson and Sons,MY,SEA,Professional Services,501-2000,952900.0,Enterprise,0,Prospect
1136,"Gallagher, Ellis and Garza",SG,SEA,SaaS,201-500,142800.0,Mid-Market,0,Active
1137,"Quinn, Harris and Grant",TH,SEA,Professional Services,51-200,167600.0,Mid-Market,1,Active
1138,Galvan PLC,ID,SEA,Professional Services,501-2000,470500.0,Enterprise,0,Inactive
1139,Williams PLC,TH,SEA,Retail,1-50,11200.0,SMB,1,Active
1140,Becker-Roth,VN,SEA,Manufacturing,2001+,794600.0,Enterprise,0,Active
1141,Bell Ltd,PH,SEA,SaaS,1-50,21600.0,SMB,0,Prospect
1142,"White, Collins and Bell",ID,SEA,Healthcare,501-2000,217000.0,Mid-Market,0,Active
1143,"Riley, Dawson and White",VN,SEA,Media,501-2000,1624200.0,Enterprise,0,Prospect
1144,"Harris, Chavez and Ortiz",PH,SEA,Logistics,201-500,220400.0,Mid-Market,0,Active
1145,Coleman LLC,ID,SEA,Healthcare,201-500,44400.0,SMB,0,Churned
1146,"Stark, Taylor and Wilkerson",VN,SEA,Logistics,1-50,33100.0,SMB,0,Churned
1147,"Ortega, Barton and Gonzalez",VN,SEA,Logistics,51-200,23000.0,SMB,1,Active
1148,"Wilson, Lopez and Jackson",SG,SEA,Logistics,201-500,78500.0,Mid-Market,0,Churned
1149,"Hancock, Sexton and Hayes",SG,SEA,E-commerce,501-2000,598500.0,Enterprise,1,Active
1150,Beck Ltd,MY,SEA,Fintech,201-500,680400.0,Enterprise,1,Active
1151,"Grant, Cooper and Cobb",SG,SEA,Healthcare,501-2000,490200.0,Enterprise,0,Active
1152,Robertson Group,MY,SEA,Professional Services,201-500,123900.0,Mid-Market,1,Active
1153,"Smith, Wolfe and Dunn",TH,SEA,Healthcare,201-500,364400.0,Enterprise,0,Prospect
1154,Orozco LLC,PH,SEA,SaaS,51-200,21800.0,SMB,0,Active
1155,"Ruiz, Bell and Glover",PH,SEA,Manufacturing,51-200,220900.0,Mid-Market,1,Active
1156,"Nelson, Wolf and Wagner",ID,SEA,Media,2001+,1944700.0,Enterprise,1,Active
1157,Roberts LLC,VN,SEA,Logistics,201-500,83500.0,Mid-Market,0,Prospect
1158,Hickman-Richardson,TH,SEA,Media,201-500,85800.0,Mid-Market,0,Inactive
1159,"Sanchez, Stuart and Barron",TH,SEA,Healthcare,201-500,23000.0,SMB,0,Active
1160,"Green, Schneider and Williams",ID,SEA,E-commerce,51-200,96900.0,Mid-Market,0,Inactive
1161,Gonzalez-Phillips,MY,SEA,Healthcare,51-200,8800.0,SMB,0,Prospect
1162,White Inc,PH,SEA,Logistics,1-50,28100.0,SMB,0,Inactive
1163,"Arias, Mccall and Murphy",TH,SEA,Logistics,1-50,22200.0,SMB,0,Prospect
1164,"Parks, Francis and Conley",SG,SEA,Healthcare,51-200,27600.0,SMB,1,Active
1165,"Davis, Marshall and Burton",SG,SEA,Manufacturing,51-200,21200.0,SMB,0,Prospect
1166,Skinner-Wood,MY,SEA,E-commerce,501-2000,203700.0,Mid-Market,1,Active
1167,"Williams, Turner and Hoffman",VN,SEA,Education,51-200,232500.0,Mid-Market,0,Prospect
1168,"Schroeder, Thornton and Lewis",TH,SEA,E-commerce,201-500,1576200.0,Enterprise,0,Churned
1169,Ross-Perez,TH,SEA,Retail,1-50,37600.0,SMB,0,Prospect
1170,"Harrell, Davis and Lewis",TH,SEA,Education,201-500,142300.0,Mid-Market,0,Active
1171,"Stark, Levine and Hall",ID,SEA,Manufacturing,51-200,220600.0,Mid-Market,1,Active
1172,Garrett Inc,VN,SEA,Education,51-200,41500.0,SMB,0,Inactive
1173,Moore-Ramirez,VN,SEA,E-commerce,51-200,115200.0,Mid-Market,0,Churned
1174,Chapman Inc,MY,SEA,Education,501-2000,209800.0,Mid-Market,0,Inactive
1175,Greer-Cervantes,ID,SEA,Media,501-2000,361500.0,Enterprise,0,Active
1176,Estrada-Johnson,VN,SEA,Professional Services,201-500,413200.0,Enterprise,0,Active
1177,Powers-Powers,TH,SEA,Manufacturing,201-500,14000.0,SMB,0,Active
1178,Doyle PLC,VN,SEA,Education,201-500,140900.0,Mid-Market,1,Active
1179,"White, Meyer and Williams",TH,SEA,Healthcare,51-200,10000.0,SMB,0,Active
1180,"Sutton, Chapman and Perez",ID,SEA,Professional Services,2001+,792100.0,Enterprise,0,Active
1181,Golden-French,MY,SEA,E-commerce,201-500,150500.0,Mid-Market,0,Active
1182,"Klein, Thompson and Ryan",TH,SEA,Media,51-200,23000.0,SMB,0,Churned
1183,Wilkerson-Little,TH,SEA,Logistics,51-200,57800.0,Mid-Market,0,Churned
1184,"Kennedy, Gutierrez and Boyer",VN,SEA,Education,501-2000,1636600.0,Enterprise,0,Prospect
1185,"Atkins, Fuentes and Campbell",ID,SEA,Professional Services,1-50,32800.0,SMB,0,Prospect
1186,Ramirez-Zuniga,SG,SEA,Retail,1-50,47600.0,SMB,0,Active
1187,"Clark, Kim and Stephenson",MY,SEA,Education,201-500,63300.0,Mid-Market,0,Churned
1188,Young and Sons,PH,SEA,Education,51-200,21600.0,SMB,0,Prospect
1189,Love-Lewis,TH,SEA,Media,1-50,14300.0,SMB,1,Active
1190,"Perkins, Johnson and Welch",TH,SEA,E-commerce,1-50,23000.0,SMB,1,Active
1191,"Miller, Fischer and Peck",MY,SEA,Media,201-500,142800.0,Mid-Market,1,Active
1192,Pierce LLC,ID,SEA,E-commerce,51-200,105800.0,Mid-Market,0,Prospect
1193,Williams PLC,MY,SEA,Manufacturing,1-50,38400.0,SMB,0,Active
1194,Horne-Wright,ID,SEA,Media,201-500,85600.0,Mid-Market,0,Prospect
1195,"Wilson, Peterson and Richard",VN,SEA,Fintech,51-200,33600.0,SMB,0,Prospect
1196,Greene-Mora,TH,SEA,Healthcare,201-500,138800.0,Mid-Market,1,Inactive
1197,"Chang, Park and Morris",ID,SEA,Logistics,1-50,15700.0,SMB,0,Churned
1198,"Montgomery, Adkins and Long",ID,SEA,E-commerce,501-2000,62600.0,Mid-Market,1,Active
1199,Hill-Rivers,VN,SEA,Healthcare,1-50,23700.0,SMB,0,Prospect
1200,"Miller, Luna and Walker",PH,SEA,Logistics,201-500,29400.0,SMB,1,Active
1201,"Colon, Webb and Hughes",MY,SEA,Fintech,1-50,23100.0,SMB,0,Inactive
1202,Frederick Group,VN,SEA,Manufacturing,501-2000,1387400.0,Enterprise,1,Active
1203,Vega Inc,PH,SEA,Professional Services,201-500,248100.0,Mid-Market,0,Churned
1204,Jackson Inc,ID,SEA,E-commerce,1-50,9300.0,SMB,0,Inactive
1205,Stanley LLC,MY,SEA,Fintech,51-200,39300.0,SMB,0,Prospect
1206,Hernandez-Campbell,MY,SEA,Retail,1-50,46000.0,SMB,0,Prospect
1207,Cortez-Flores,PH,SEA,Healthcare,51-200,52700.0,Mid-Market,0,Active
1208,"Mckenzie, Alvarez and Wiggins",VN,SEA,Healthcare,51-200,98700.0,Mid-Market,1,Inactive
1209,Marquez PLC,ID,SEA,Media,1-50,33900.0,SMB,0,Churned
1210,"Daniels, Deleon and Andrews",VN,SEA,Education,501-2000,485000.0,Enterprise,0,Active
1211,Thomas PLC,VN,SEA,Healthcare,501-2000,1563500.0,Enterprise,0,Active
1212,Edwards-Hutchinson,PH,SEA,Healthcare,201-500,46300.0,SMB,0,Prospect
1213,Miller-Rhodes,PH,SEA,Media,201-500,1162600.0,Enterprise,0,Active
1214,Hill PLC,SG,SEA,E-commerce,2001+,341200.0,Enterprise,0,Active
1215,"Johnson, Stout and Hickman",PH,SEA,Media,51-200,209000.0,Mid-Market,0,Inactive
1216,"Phillips, Church and Benton",MY,SEA,Professional Services,1-50,13900.0,SMB,0,Active
1217,"Jones, Snyder and Shah",TH,SEA,Logistics,2001+,602500.0,Enterprise,0,Churned
1218,Elliott-Smith,TH,SEA,E-commerce,1-50,26200.0,SMB,0,Inactive
1219,Smith-Brown,TH,SEA,Professional Services,201-500,22200.0,SMB,0,Churned
1220,"Proctor, Robinson and Hunter",PH,SEA,Education,1-50,37700.0,SMB,0,Inactive
1221,Moore-Hernandez,PH,SEA,Healthcare,51-200,64400.0,Mid-Market,0,Active
1222,Robles Inc,SG,SEA,Education,51-200,27500.0,SMB,0,Churned
1223,"Conner, Torres and Smith",VN,SEA,SaaS,51-200,27000.0,SMB,0,Inactive
1224,Anthony-Lopez,SG,SEA,Logistics,1-50,30500.0,SMB,0,Active
1225,"Ortega, Mosley and Coleman",PH,SEA,Education,201-500,177000.0,Mid-Market,1,Inactive
1226,Stewart-Caldwell,VN,SEA,SaaS,201-500,26500.0,SMB,0,Prospect
1227,Hill PLC,VN,SEA,Healthcare,201-500,79600.0,Mid-Market,0,Active
1228,Salas Ltd,PH,SEA,Education,51-200,182500.0,Mid-Market,1,Active
1229,Middleton-Morris,TH,SEA,E-commerce,51-200,244800.0,Mid-Market,0,Prospect
1230,Mcdonald and Sons,TH,SEA,Manufacturing,201-500,18600.0,SMB,0,Inactive
1231,"Bates, Hall and Mcclure",VN,SEA,Logistics,201-500,225300.0,Mid-Market,1,Active
1232,Knapp-Smith,ID,SEA,E-commerce,51-200,14400.0,SMB,0,Active
1233,Guzman-Marshall,TH,SEA,Education,51-200,8100.0,SMB,0,Prospect
1234,Riley Ltd,ID,SEA,Fintech,1-50,13400.0,SMB,0,Prospect
1235,Leon LLC,TH,SEA,Healthcare,51-200,92500.0,Mid-Market,0,Prospect
1236,Jimenez-Taylor,MY,SEA,E-commerce,501-2000,1775300.0,Enterprise,0,Active
1237,Perry Group,SG,SEA,Media,1-50,22000.0,SMB,0,Prospect
1238,Bullock Group,TH,SEA,Professional Services,51-200,70200.0,Mid-Market,0,Active
1239,Cunningham Ltd,SG,SEA,Manufacturing,1-50,28500.0,SMB,0,Churned
1240,"Novak, Anderson and Bray",TH,SEA,Logistics,201-500,117400.0,Mid-Market,0,Prospect
1241,"Conley, Baker and Rowe",ID,SEA,Logistics,501-2000,1413900.0,Enterprise,1,Inactive
1242,Miller-Miller,SG,SEA,SaaS,1-50,44200.0,SMB,0,Churned
1243,"White, Gordon and Lewis",PH,SEA,Media,201-500,28900.0,SMB,0,Active
1244,Horne LLC,PH,SEA,Logistics,201-500,224000.0,Mid-Market,0,Active
1245,Erickson-Williams,SG,SEA,Healthcare,501-2000,224700.0,Mid-Market,0,Prospect
1246,Simmons LLC,PH,SEA,Media,201-500,197800.0,Mid-Market,0,Churned
1247,Coleman-Williams,VN,SEA,E-commerce,2001+,1834100.0,Enterprise,0,Active
1248,Lucas-Webb,PH,SEA,Fintech,2001+,1623500.0,Enterprise,1,Inactive
1249,"Gibson, Cooper and Smith",MY,SEA,Fintech,2001+,1993500.0,Enterprise,0,Prospect
1250,Mcknight-Andersen,TH,SEA,Fintech,51-200,98200.0,Mid-Market,0,Prospect
1251,Henry Inc,SG,SEA,Manufacturing,51-200,193200.0,Mid-Market,0,Churned
1252,Johnson Ltd,ID,SEA,Retail,501-2000,183200.0,Mid-Market,0,Prospect
1253,"Vaughn, Lopez and Walter",VN,SEA,Professional Services,201-500,68100.0,Mid-Market,0,Churned
1254,Shaw Group,SG,SEA,Retail,201-500,125400.0,Mid-Market,0,Inactive
1255,Barajas-Freeman,TH,SEA,Professional Services,201-500,641200.0,Enterprise,1,Active
1256,"Mccormick, Williams and Johnson",ID,SEA,Professional Services,201-500,73200.0,Mid-Market,0,Churned
1257,Mcknight-Freeman,VN,SEA,Logistics,51-200,7800.0,SMB,0,Churned
1258,Ross-Hicks,MY,SEA,Fintech,201-500,1884400.0,Enterprise,0,Prospect
1259,Stephens-Russell,TH,SEA,Healthcare,1-50,43400.0,SMB,0,Active
1260,"Cardenas, Price and Mills",TH,SEA,SaaS,51-200,79500.0,Mid-Market,0,Prospect
1261,Malone-Melton,PH,SEA,Professional Services,51-200,27600.0,SMB,0,Prospect
1262,"Black, Davis and Sandoval",TH,SEA,Logistics,51-200,93100.0,Mid-Market,0,Active
1263,Caldwell-Wilson,ID,SEA,SaaS,2001+,618600.0,Enterprise,0,Prospect
1264,Crawford-Schroeder,ID,SEA,E-commerce,501-2000,1522900.0,Enterprise,0,Churned
1265,Thomas Group,SG,SEA,Education,201-500,117500.0,Mid-Market,0,Prospect
1266,Smith Group,SG,SEA,Education,201-500,106600.0,Mid-Market,1,Active
1267,"Harper, Cook and Bolton",SG,SEA,Manufacturing,51-200,38900.0,SMB,0,Prospect
1268,Foster PLC,TH,SEA,Healthcare,201-500,165400.0,Mid-Market,0,Prospect
1269,Christian PLC,ID,SEA,Fintech,501-2000,592400.0,Enterprise,0,Prospect
1270,"Bennett, Lewis and Blake",VN,SEA,E-commerce,501-2000,1752300.0,Enterprise,0,Prospect
1271,"Miller, Jackson and Bennett",SG,SEA,Logistics,1-50,48800.0,SMB,1,Churned
1272,Johnson Inc,PH,SEA,Education,201-500,79700.0,Mid-Market,0,Active
1273,"Chen, Bradley and Marshall",TH,SEA,Fintech,1-50,31800.0,SMB,0,Prospect
1274,Washington Group,TH,SEA,Fintech,501-2000,1388000.0,Enterprise,0,Inactive
1275,Watkins Ltd,SG,SEA,Professional Services,51-200,27000.0,SMB,0,Active
1276,Lane-Delgado,PH,SEA,Education,51-200,188700.0,Mid-Market,0,Inactive
1277,Green Ltd,MY,SEA,E-commerce,51-200,69900.0,Mid-Market,0,Prospect
1278,"Love, Snow and Figueroa",TH,SEA,Media,501-2000,284600.0,Enterprise,0,Prospect
1279,Dorsey-Taylor,SG,SEA,Healthcare,201-500,166900.0,Mid-Market,0,Active
1280,Rivas PLC,VN,SEA,Logistics,501-2000,566200.0,Enterprise,1,Active
1281,Sherman Inc,SG,SEA,SaaS,51-200,30900.0,SMB,1,Active
1282,Brown LLC,SG,SEA,SaaS,501-2000,1135800.0,Enterprise,0,Inactive
1283,Johnson-Melendez,ID,SEA,Media,51-200,47600.0,SMB,0,Prospect
1284,Williams-Mann,ID,SEA,Retail,201-500,189000.0,Mid-Market,0,Inactive
1285,"Montgomery, Smith and Sanders",PH,SEA,Manufacturing,51-200,9500.0,SMB,0,Active
1286,"Young, Ferguson and Adams",ID,SEA,Professional Services,501-2000,1303800.0,Enterprise,0,Active
1287,"Payne, Sullivan and Massey",TH,SEA,Fintech,1-50,16500.0,SMB,0,Inactive
1288,Jones-Allen,MY,SEA,Manufacturing,51-200,238000.0,Mid-Market,1,Active
1289,"Yang, White and Horne",VN,SEA,Professional Services,201-500,88500.0,Mid-Market,0,Prospect
1290,Stanley LLC,ID,SEA,Professional Services,501-2000,80700.0,Mid-Market,0,Active
1291,"Hamilton, Chung and Ford",ID,SEA,Fintech,1-50,10600.0,SMB,0,Active
1292,Smith-Brady,MY,SEA,Fintech,201-500,1611600.0,Enterprise,0,Active
1293,Morrison Group,TH,SEA,Retail,2001+,638900.0,Enterprise,0,Active
1294,"Welch, Landry and Elliott",VN,SEA,Professional Services,2001+,1280400.0,Enterprise,1,Active
1295,"Byrd, Trevino and Johnson",MY,SEA,Education,501-2000,171500.0,Mid-Market,1,Churned
1296,"Torres, Davis and Thomas",ID,SEA,Education,201-500,38400.0,SMB,0,Prospect
1297,Austin LLC,TH,SEA,E-commerce,201-500,101800.0,Mid-Market,0,Prospect
1298,"Baird, Baxter and Dominguez",TH,SEA,Healthcare,501-2000,103500.0,Mid-Market,0,Inactive
1299,Thomas Group,VN,SEA,Retail,51-200,191400.0,Mid-Market,0,Prospect
1300,Logan-Long,MY,SEA,Manufacturing,201-500,24200.0,SMB,0,Prospect
1301,"Ware, Tran and Sharp",VN,SEA,Fintech,501-2000,1908000.0,Enterprise,0,Active
1302,Marshall-Carlson,SG,SEA,Retail,51-200,239000.0,Mid-Market,1,Active
1303,Butler and Sons,TH,SEA,E-commerce,2001+,268700.0,Enterprise,0,Churned
1304,Martinez-Mcguire,TH,SEA,SaaS,201-500,187000.0,Mid-Market,0,Active
1305,Brown PLC,PH,SEA,Logistics,1-50,42400.0,SMB,0,Prospect
1306,Mckinney-Hoffman,ID,SEA,Professional Services,2001+,1407100.0,Enterprise,0,Churned
1307,"Martin, Anderson and Sims",SG,SEA,Healthcare,201-500,242900.0,Mid-Market,0,Prospect
1308,Diaz-Nixon,ID,SEA,Education,51-200,42800.0,SMB,0,Inactive
1309,Williams Group,ID,SEA,Fintech,201-500,10100.0,SMB,0,Prospect
1310,Ross Group,MY,SEA,Healthcare,1-50,18200.0,SMB,0,Prospect
1311,Beltran Ltd,MY,SEA,Professional Services,501-2000,1928500.0,Enterprise,0,Churned
1312,"Goodman, Hall and Rogers",TH,SEA,Logistics,1-50,5300.0,SMB,0,Active
1313,"Myers, Baldwin and Chung",VN,SEA,Retail,1-50,21000.0,SMB,0,Active
1314,Hill and Sons,ID,SEA,Media,51-200,232600.0,Mid-Market,0,Active
1315,"Hurst, Johnson and Davis",TH,SEA,Media,201-500,21400.0,SMB,0,Active
1316,"Johns, Lambert and Flynn",VN,SEA,Healthcare,501-2000,533200.0,Enterprise,0,Inactive
1317,Mccormick LLC,SG,SEA,E-commerce,1-50,6800.0,SMB,0,Churned
1318,Wright Inc,VN,SEA,Retail,51-200,26600.0,SMB,0,Inactive
1319,Garcia Ltd,TH,SEA,Retail,501-2000,1500100.0,Enterprise,0,Prospect
1320,"Walls, Martinez and Ramos",VN,SEA,SaaS,501-2000,1725400.0,Enterprise,1,Active
1321,"Lee, Harrison and Sanchez",ID,SEA,Logistics,51-200,27500.0,SMB,0,Prospect
1322,"Johnson, Moody and Walsh",TH,SEA,Education,501-2000,1540500.0,Enterprise,0,Inactive
1323,"Gonzalez, Howard and Sheppard",ID,SEA,Manufacturing,51-200,195800.0,Mid-Market,0,Active
1324,"Kim, Herring and Williams",VN,SEA,Retail,1-50,41900.0,SMB,0,Prospect
1325,Wheeler LLC,PH,SEA,E-commerce,51-200,49700.0,SMB,0,Active
1326,"Brewer, Barnes and Williams",TH,SEA,Fintech,201-500,49600.0,SMB,0,Prospect
1327,"Holt, Duncan and Miller",SG,SEA,Education,51-200,28600.0,SMB,0,Active
1328,"Heath, Russo and Williams",TH,SEA,Logistics,1-50,24200.0,SMB,1,Inactive
1329,Mendoza-Larson,VN,SEA,Logistics,51-200,114000.0,Mid-Market,1,Active
1330,"Robinson, Shannon and Bryan",ID,SEA,Media,51-200,17600.0,SMB,0,Active
1331,Oliver and Sons,MY,SEA,E-commerce,51-200,10000.0,SMB,0,Prospect
1332,"Villa, Jackson and Hayes",MY,SEA,Healthcare,51-200,41500.0,SMB,0,Prospect
1333,Fletcher Inc,VN,SEA,Professional Services,1-50,31300.0,SMB,1,Active
1334,"Martinez, Beltran and Gordon",SG,SEA,Media,201-500,48600.0,SMB,0,Active
1335,Nunez PLC,SG,SEA,Healthcare,1-50,29600.0,SMB,0,Churned
1336,"Sullivan, Murray and Palmer",PH,SEA,Retail,51-200,58800.0,Mid-Market,0,Active
1337,"Cobb, Jackson and Harris",MY,SEA,Education,2001+,1034800.0,Enterprise,0,Active
1338,Gallagher and Sons,PH,SEA,E-commerce,201-500,1131800.0,Enterprise,0,Prospect
1339,"Murphy, Curry and Rodriguez",MY,SEA,Education,51-200,30500.0,SMB,0,Prospect
1340,Gilbert-Nichols,TH,SEA,Education,501-2000,224100.0,Mid-Market,1,Active
1341,"Tate, Stewart and Combs",PH,SEA,Healthcare,501-2000,951500.0,Enterprise,1,Active
1342,"Shaffer, Moore and Smith",PH,SEA,Retail,201-500,225800.0,Mid-Market,0,Prospect
1343,Washington-Lane,MY,SEA,SaaS,51-200,14900.0,SMB,0,Active
1344,Brown-Mann,PH,SEA,Manufacturing,1-50,6800.0,SMB,0,Churned
1345,Wilson-Valdez,SG,SEA,Logistics,501-2000,99800.0,Mid-Market,0,Active
1346,"Decker, Nelson and Franklin",VN,SEA,E-commerce,51-200,123800.0,Mid-Market,0,Prospect
1347,James Inc,TH,SEA,Logistics,2001+,766100.0,Enterprise,0,Active
1348,Wood-Pratt,ID,SEA,Professional Services,51-200,105900.0,Mid-Market,1,Active
1349,Horne-Cline,SG,SEA,Professional Services,501-2000,187600.0,Mid-Market,0,Prospect
1350,"Santana, Hopkins and Heath",PH,SEA,Education,1-50,24900.0,SMB,1,Active
1351,"Johnson, Watson and Hobbs",ID,SEA,Media,201-500,196000.0,Mid-Market,1,Inactive
1352,Beasley-West,ID,SEA,E-commerce,51-200,213100.0,Mid-Market,0,Churned
1353,"Mccarthy, Thomas and Sharp",VN,SEA,Healthcare,201-500,19000.0,SMB,0,Prospect
1354,"Martinez, Hernandez and Mills",SG,SEA,Retail,1-50,24200.0,SMB,0,Inactive
1355,Robles-Jones,ID,SEA,SaaS,201-500,211600.0,Mid-Market,0,Active
1356,"Cantrell, Fleming and Schaefer",VN,SEA,Professional Services,2001+,481300.0,Enterprise,0,Churned
1357,Mahoney-Acosta,SG,SEA,Fintech,2001+,266400.0,Enterprise,0,Prospect
1358,Owens and Sons,ID,SEA,Media,201-500,39200.0,SMB,0,Active
1359,"Adams, Sullivan and Bishop",ID,SEA,SaaS,1-50,29500.0,SMB,0,Active
1360,"Carey, George and Alexander",SG,SEA,Healthcare,501-2000,70500.0,Mid-Market,0,Active
1361,"Lucas, Shannon and Nelson",SG,SEA,Education,1-50,22300.0,SMB,0,Churned
1362,Levine and Sons,VN,SEA,Fintech,201-500,1689900.0,Enterprise,1,Active
1363,Barry-Pham,MY,SEA,SaaS,1-50,32700.0,SMB,0,Churned
1364,Mcpherson-Zamora,PH,SEA,Manufacturing,1-50,24300.0,SMB,1,Inactive
1365,Gordon PLC,PH,SEA,Manufacturing,201-500,859700.0,Enterprise,0,Prospect
1366,"Greene, Freeman and Mendoza",VN,SEA,E-commerce,2001+,1630500.0,Enterprise,0,Prospect
1367,Martinez-Brooks,MY,SEA,Fintech,51-200,25100.0,SMB,0,Prospect
1368,Holloway LLC,PH,SEA,Education,51-200,195300.0,Mid-Market,0,Active
1369,Cochran-Davis,MY,SEA,Logistics,51-200,24100.0,SMB,0,Prospect
1370,Sawyer Inc,ID,SEA,Retail,501-2000,1394400.0,Enterprise,0,Inactive
1371,Cannon-Bennett,TH,SEA,Professional Services,201-500,214300.0,Mid-Market,0,Inactive
1372,Hancock Ltd,VN,SEA,SaaS,201-500,633800.0,Enterprise,0,Active
1373,Mccarthy Ltd,MY,SEA,E-commerce,501-2000,241500.0,Mid-Market,1,Active
1374,Reid-Flores,MY,SEA,Healthcare,201-500,217100.0,Mid-Market,0,Inactive
1375,"Fowler, Pham and Luna",ID,SEA,SaaS,201-500,11200.0,SMB,0,Inactive
1376,Patrick Ltd,VN,SEA,Professional Services,2001+,900400.0,Enterprise,0,Active
1377,Keller-Robinson,ID,SEA,Education,1-50,21400.0,SMB,1,Active
1378,"Moore, Meadows and Lopez",ID,SEA,Media,201-500,1072100.0,Enterprise,0,Churned
1379,Reed-Brown,TH,SEA,SaaS,201-500,138800.0,Mid-Market,1,Active
1380,"Brown, Preston and Franklin",VN,SEA,Media,51-200,38800.0,SMB,1,Active
1381,Manning-Castro,PH,SEA,E-commerce,201-500,101600.0,Mid-Market,0,Active
1382,Berry-Collins,MY,SEA,Professional Services,2001+,1162600.0,Enterprise,1,Active
1383,Sanchez-Norris,SG,SEA,Media,51-200,13300.0,SMB,0,Prospect
1384,Ellison-Dougherty,TH,SEA,Education,51-200,33900.0,SMB,1,Active
1385,"David, Lee and Lynch",ID,SEA,Healthcare,1-50,9700.0,SMB,0,Active
1386,Stephens Group,MY,SEA,Healthcare,1-50,9800.0,SMB,1,Churned
1387,"King, Brown and Palmer",PH,SEA,SaaS,1-50,46800.0,SMB,1,Active
1388,White-Hogan,PH,SEA,Logistics,201-500,1096700.0,Enterprise,1,Active
1389,"Young, Kramer and James",MY,SEA,E-commerce,501-2000,1125400.0,Enterprise,0,Inactive
1390,Wu and Sons,VN,SEA,E-commerce,501-2000,116300.0,Mid-Market,0,Prospect
1391,Hall LLC,SG,SEA,E-commerce,201-500,126400.0,Mid-Market,0,Active
1392,Price-Hull,VN,SEA,E-commerce,51-200,227000.0,Mid-Market,0,Prospect
1393,Donovan-Dillon,VN,SEA,Logistics,51-200,48400.0,SMB,0,Prospect
1394,Martin LLC,TH,SEA,Education,501-2000,843300.0,Enterprise,0,Inactive
1395,"Foster, Kelly and Kelley",ID,SEA,Media,1-50,32500.0,SMB,1,Active
